lat,long,time,rssi,snr
40.24907,-111.6499,2020-03-12T19:52:54.539931801Z,-106,5.5
40.24913,-111.6499,2020-03-12T19:54:36.985060555Z,-99,3.2
40.24914,-111.6499,2020-03-12T19:54:45.498169369Z,-94,7.8
40.24914,-111.6499,2020-03-12T19:54:58.268323105Z,-91,6.8
40.24982,-111.6495,2020-03-12T19:55:18.41138302Z,-87,9.5
40.24963,-111.6493,2020-03-12T19:55:26.645511023Z,-91,6.8
40.24949,-111.6491,2020-03-12T19:55:30.793795394Z,-87,9.8
40.2493,-111.6489,2020-03-12T19:55:35.044828521Z,-84,4.8
40.24908,-111.6487,2020-03-12T19:55:39.192701778Z,-79,0.8
40.24569,-111.6443,2020-03-12T19:55:47.851707457Z,-83,7.0
40.24556,-111.6442,2020-03-12T19:55:52.008429403Z,-83,8.8
40.24531,-111.6438,2020-03-12T19:56:00.5179549Z,-91,3.5
40.24508,-111.6434,2020-03-12T19:56:08.924937548Z,-101,8.5
40.24614,-111.649,2020-03-13T19:58:04.353496872Z,-83,8.0
40.24614,-111.649,2020-03-13T19:58:08.643079206Z,-85,6.8
40.24614,-111.649,2020-03-13T19:58:12.901129109Z,-89,9.2
40.24663,-111.6496,2020-03-13T19:58:38.513955139Z,-87,8.8
40.24673,-111.6497,2020-03-13T19:58:47.159191767Z,-93,7.5
40.24672,-111.6497,2020-03-13T19:58:51.414381677Z,-90,7.2
40.24673,-111.6496,2020-03-13T19:58:55.564388948Z,-87,7.8
40.24742,-111.6496,2020-03-13T19:59:44.527304334Z,-76,6.2
40.24754,-111.6495,2020-03-13T20:00:01.337241981Z,-81,8.2
40.24755,-111.6495,2020-03-13T20:00:05.48748656Z,-78,0.8
40.24716,-111.649,2020-03-13T20:00:09.877950092Z,-81,6.8
40.24718,-111.649,2020-03-13T20:00:18.143065594Z,-73,2.5
40.24717,-111.6489,2020-03-13T20:00:22.402805052Z,-69,9.0
40.24716,-111.6489,2020-03-13T20:00:26.519404331Z,-75,10.0
40.24717,-111.6489,2020-03-13T20:00:30.631680869Z,-78,9.2
40.24717,-111.6489,2020-03-13T20:00:34.780601505Z,-69,6.8
40.24748,-111.6485,2020-03-13T20:00:39.038674109Z,-77,6.0
40.24818,-111.6487,2020-03-19T18:28:51.395835497Z,-71,9.5
40.24824,-111.6487,2020-03-19T18:28:59.629911911Z,-83,9.0
40.24831,-111.6487,2020-03-19T18:29:03.781125546Z,-73,8.8
40.24836,-111.6488,2020-03-19T18:29:08.038535787Z,-63,5.0
40.24828,-111.6487,2020-03-19T18:29:16.439114197Z,-71,9.5
40.24817,-111.6487,2020-03-19T18:29:24.710392139Z,-77,5.2
40.24815,-111.6487,2020-03-19T18:29:29.108473223Z,-83,6.8
40.24814,-111.6487,2020-03-19T18:29:33.606043392Z,-73,10.0
40.24813,-111.6487,2020-03-19T18:29:37.731552478Z,-85,10.5
40.24812,-111.6487,2020-03-19T18:29:42.089176327Z,-85,9.0
40.24786,-111.6489,2020-03-19T18:29:46.528163762Z,-72,9.5
40.24786,-111.6489,2020-03-19T18:29:50.92243002Z,-73,3.8
40.24786,-111.6489,2020-03-19T18:29:55.168789296Z,-79,10.0
40.24787,-111.6489,2020-03-19T18:29:59.578710671Z,-82,9.8
40.2479,-111.6493,2020-03-19T18:30:08.399123941Z,-82,9.0
40.2479,-111.6493,2020-03-19T18:30:16.909469174Z,-83,7.5
40.24791,-111.6493,2020-03-19T18:30:29.997371417Z,-77,9.2
40.248,-111.6498,2020-03-19T18:30:35.091483778Z,-69,6.5
40.248,-111.6498,2020-03-19T18:30:39.493027676Z,-84,6.5
40.24801,-111.6498,2020-03-19T18:30:48.180707464Z,-87,8.8
40.24834,-111.65,2020-03-19T18:31:06.360388091Z,-83,6.5
40.24835,-111.65,2020-03-19T18:31:10.650017795Z,-81,8.2
40.24837,-111.65,2020-03-19T18:31:15.042828205Z,-85,2.2
40.24866,-111.6501,2020-03-19T18:31:24.399875389Z,-93,0.0
40.24867,-111.6501,2020-03-19T18:31:28.658432429Z,-91,9.8
40.24868,-111.6501,2020-03-19T18:31:37.346505454Z,-87,0.0
40.24868,-111.6501,2020-03-19T18:31:41.739634838Z,-76,5.0
40.249,-111.6501,2020-03-19T18:31:46.765895132Z,-81,4.5
40.24902,-111.6501,2020-03-19T18:31:55.284218851Z,-84,8.0
40.24902,-111.6501,2020-03-19T18:31:59.671920756Z,-85,6.0
40.24902,-111.6501,2020-03-19T18:32:03.96332358Z,-82,9.8
40.2493,-111.6502,2020-03-19T18:32:25.132691503Z,-91,6.5
40.25021,-111.6511,2020-03-19T18:33:47.785821739Z,-96,-3.5
40.2506,-111.6512,2020-03-19T18:34:31.737959167Z,-101,2.8
40.25087,-111.6512,2020-03-19T18:34:53.906075374Z,-99,2.8
40.25115,-111.6512,2020-03-19T18:35:29.420016429Z,-95,0.0
40.25138,-111.6511,2020-03-19T18:35:38.532432868Z,-97,5.2
40.25161,-111.651,2020-03-19T18:36:09.53186233Z,-87,4.0
40.25185,-111.6508,2020-03-19T18:36:19.558103549Z,-90,0.0
40.25187,-111.6508,2020-03-19T18:36:23.819498582Z,-90,9.8
40.25188,-111.6508,2020-03-19T18:36:28.35839258Z,-95,10.2
40.25262,-111.6508,2020-03-19T18:37:21.504030826Z,-91,-4.5
40.25285,-111.6507,2020-03-19T18:37:43.7589939Z,-90,0.2
40.25315,-111.6505,2020-03-19T18:38:21.854255004Z,-89,4.8
40.25346,-111.6504,2020-03-19T18:38:30.921992268Z,-89,8.5
40.25554,-111.6513,2020-03-19T18:41:58.445328367Z,-97,6.8
40.25667,-111.6468,2020-03-19T18:43:44.795135791Z,-106,-3.0
40.24615,-111.6462,2020-03-19T18:47:06.900974777Z,-77,9.5
40.24616,-111.6462,2020-03-19T18:47:11.583930132Z,-89,7.0
40.24618,-111.6462,2020-03-19T18:47:16.115639093Z,-82,2.8
40.24638,-111.6463,2020-03-19T18:47:30.324472743Z,-73,6.8
40.24642,-111.6466,2020-03-19T18:47:40.109581798Z,-95,0.2
40.24645,-111.6467,2020-03-19T18:47:49.179312727Z,-78,9.2
40.24646,-111.6467,2020-03-19T18:47:53.753084977Z,-81,7.0
40.24648,-111.647,2020-03-19T18:48:02.040994687Z,-85,4.8
40.24648,-111.647,2020-03-19T18:48:06.44500683Z,-79,8.2
40.24648,-111.647,2020-03-19T18:48:10.978596253Z,-81,6.5
40.24651,-111.6471,2020-03-19T18:48:15.51837648Z,-78,9.2
40.24652,-111.6471,2020-03-19T18:48:20.055466019Z,-77,9.0
40.24711,-111.6478,2020-03-19T18:50:49.444420445Z,-51,10.2
40.24713,-111.6478,2020-03-19T18:50:53.737223947Z,-49,9.2
40.24713,-111.6477,2020-03-19T18:50:58.312594784Z,-57,7.2
40.24965,-111.6492,2020-03-19T20:20:52.856488607Z,-90,9.5
40.24973,-111.6493,2020-03-19T20:20:57.992366751Z,-89,7.5
40.24991,-111.6496,2020-03-19T20:21:16.387065708Z,-88,8.8
40.24992,-111.6496,2020-03-19T20:21:25.355799931Z,-89,4.5
40.25034,-111.6497,2020-03-19T20:21:57.204176941Z,-91,8.5
40.25049,-111.6499,2020-03-19T20:22:15.494159737Z,-96,6.5
40.25033,-111.6515,2020-03-19T20:24:07.400497016Z,-102,-7.0
40.25008,-111.6516,2020-03-19T20:24:30.046097768Z,-90,5.8
40.24886,-111.6518,2020-03-19T20:25:50.37556631Z,-100,-2.8
40.24834,-111.6518,2020-03-19T20:26:31.025890431Z,-103,2.2
40.2483,-111.6518,2020-03-19T20:26:45.001274826Z,-108,-5.25
40.24806,-111.652,2020-03-19T20:26:54.934709333Z,-79,1.5
40.24782,-111.6523,2020-03-19T20:27:35.269123912Z,-85,2.8
40.24784,-111.6524,2020-03-19T20:27:39.829745244Z,-109,-5.5
40.24789,-111.6531,2020-03-19T20:28:14.236115897Z,-102,3.2
40.24778,-111.6543,2020-03-19T20:29:49.294388036Z,-100,3.2
40.24784,-111.655,2020-03-19T20:30:25.750321129Z,-106,-1.0
40.2478,-111.6555,2020-03-19T20:30:57.053689026Z,-102,-0.5
40.24762,-111.6558,2020-03-19T20:31:15.139779684Z,-109,-2.0
40.24736,-111.656,2020-03-19T20:31:28.536255546Z,-109,-0.25
40.24707,-111.656,2020-03-19T20:31:51.217675682Z,-101,2.0
40.24681,-111.6562,2020-03-19T20:32:09.528307126Z,-111,-2.25
40.24678,-111.6562,2020-03-19T20:32:18.935069077Z,-99,5.0
40.24661,-111.6561,2020-03-19T20:32:32.399139948Z,-97,-1.5
40.24638,-111.656,2020-03-19T20:32:50.608391577Z,-109,-0.75
40.24619,-111.656,2020-03-19T20:33:03.830336844Z,-109,-4.5
40.24593,-111.656,2020-03-19T20:33:31.465052842Z,-109,-6.0
40.24486,-111.6516,2020-03-19T20:39:42.247995113Z,-103,-4.5
40.24492,-111.6513,2020-03-19T20:39:55.997473819Z,-101,6.5
40.24491,-111.6505,2020-03-19T20:40:54.243868822Z,-102,-0.5
40.24518,-111.6499,2020-03-19T20:41:29.343822993Z,-99,1.5
40.24518,-111.6499,2020-03-19T20:41:34.063643712Z,-98,6.2
40.24549,-111.6499,2020-03-19T20:42:01.879592902Z,-96,6.8
40.24549,-111.6497,2020-03-19T20:42:20.619919385Z,-99,5.0
40.24547,-111.6494,2020-03-19T20:42:30.574605649Z,-99,2.8
40.24552,-111.6493,2020-03-19T20:42:44.465337024Z,-96,9.2
40.24562,-111.6493,2020-03-19T20:42:48.718180607Z,-97,8.2
40.24562,-111.6493,2020-03-19T20:42:53.402954668Z,-78,8.5
40.24562,-111.6493,2020-03-19T20:43:02.932160667Z,-88,5.2
40.24581,-111.6493,2020-03-19T20:43:06.935071188Z,-87,9.8
40.24583,-111.6493,2020-03-19T20:43:16.429906051Z,-94,3.8
40.24585,-111.6493,2020-03-19T20:43:21.105177698Z,-83,7.5
40.24631,-111.6493,2020-03-19T20:43:53.189055868Z,-87,8.5
40.24633,-111.6494,2020-03-19T20:43:57.862176544Z,-79,4.5
40.24646,-111.6497,2020-03-19T20:44:06.934305134Z,-96,3.8
40.24648,-111.6497,2020-03-19T20:44:11.61500676Z,-79,-4.2
40.24648,-111.6497,2020-03-19T20:44:16.329013187Z,-90,7.2
40.24663,-111.6499,2020-03-19T20:44:20.579637196Z,-87,4.0
40.24681,-111.6502,2020-03-19T20:45:10.935092556Z,-96,6.2
40.24677,-111.6505,2020-03-19T20:45:25.283887772Z,-89,5.0
40.2469,-111.6508,2020-03-19T20:45:44.729382366Z,-90,8.5
40.24692,-111.6508,2020-03-19T20:45:49.411202429Z,-84,0.5
40.24712,-111.6507,2020-03-19T20:45:53.385821015Z,-90,8.0
40.24714,-111.6507,2020-03-19T20:46:07.458459003Z,-87,7.8
40.24734,-111.6507,2020-03-19T20:46:21.100260549Z,-79,9.2
40.24761,-111.6508,2020-03-19T20:46:34.741403773Z,-78,7.5
40.24763,-111.6508,2020-03-19T20:46:39.420934161Z,-84,-0.8
40.24784,-111.6508,2020-03-19T20:46:43.536291699Z,-93,8.0
40.24786,-111.6508,2020-03-19T20:46:52.896586614Z,-75,9.0
40.24792,-111.6505,2020-03-19T20:47:01.865953507Z,-66,7.8
40.2479,-111.6504,2020-03-19T20:47:06.531532434Z,-70,7.8
40.2479,-111.6504,2020-03-19T20:47:11.212646973Z,-78,7.2
40.2479,-111.6504,2020-03-19T20:47:16.133194028Z,-76,6.0
40.24797,-111.6502,2020-03-19T20:47:25.109573153Z,-81,8.5
40.24797,-111.6502,2020-03-19T20:47:29.786875667Z,-85,8.2
40.24832,-111.6505,2020-03-19T20:47:57.641806244Z,-81,4.5
40.24833,-111.6505,2020-03-19T20:48:02.35759003Z,-83,9.2
40.24836,-111.6505,2020-03-19T20:48:11.856354123Z,-99,6.2
40.24892,-111.6504,2020-03-19T20:48:44.035623747Z,-105,-0.2
40.24908,-111.6504,2020-03-19T20:48:53.075873883Z,-90,6.0
40.24909,-111.6503,2020-03-19T20:48:57.748747651Z,-87,6.0
40.24941,-111.6503,2020-03-19T20:49:30.032880609Z,-84,8.5
40.24941,-111.65,2020-03-19T20:49:43.77742009Z,-89,3.5
40.24941,-111.6499,2020-03-19T20:49:48.493331693Z,-83,1.2
40.24941,-111.6499,2020-03-19T20:49:57.990880573Z,-81,7.5
40.24942,-111.6497,2020-03-19T20:50:02.252966573Z,-81,10.5
40.24942,-111.6497,2020-03-19T20:50:06.924534711Z,-82,8.5
40.24942,-111.6496,2020-03-19T20:50:11.598145416Z,-83,10.8
40.24942,-111.6496,2020-03-19T20:50:16.318510166Z,-87,5.2
40.2494,-111.6494,2020-03-19T20:50:20.427012389Z,-88,9.0
40.2494,-111.6493,2020-03-19T20:50:25.138768755Z,-84,2.5
40.24942,-111.6493,2020-03-19T20:50:34.637807184Z,-89,2.8
40.24944,-111.6491,2020-03-19T20:50:43.426384626Z,-87,5.0
40.24944,-111.649,2020-03-19T20:50:52.814807198Z,-77,8.5
40.24943,-111.6487,2020-03-19T20:51:01.622619775Z,-83,7.8
40.24942,-111.6487,2020-03-19T20:51:06.295551658Z,-71,9.2
40.24946,-111.6485,2020-03-19T20:51:15.395056279Z,-90,10.8
40.24946,-111.6485,2020-03-19T20:51:20.07734747Z,-78,7.5
40.24952,-111.6481,2020-03-19T20:51:38.78359328Z,-83,8.8
40.24948,-111.6477,2020-03-19T20:51:48.000100369Z,-91,4.8
40.24948,-111.6477,2020-03-19T20:51:52.815619565Z,-88,7.2
40.24948,-111.6477,2020-03-19T20:51:57.491368341Z,-83,4.8
40.24951,-111.6475,2020-03-19T20:52:06.633124058Z,-83,9.5
40.24951,-111.6473,2020-03-19T20:52:30.994096108Z,-90,6.8
40.24949,-111.6469,2020-03-19T20:52:39.791664347Z,-97,4.2
40.24948,-111.6469,2020-03-19T20:52:49.140388907Z,-87,7.2
40.24946,-111.6467,2020-03-19T20:53:07.328195977Z,-93,7.0
40.24944,-111.6464,2020-03-19T20:53:16.155429497Z,-95,10.0
40.24945,-111.6464,2020-03-19T20:53:25.504958383Z,-81,9.8
40.24939,-111.6461,2020-03-19T20:53:39.00828869Z,-96,2.5
40.24936,-111.6461,2020-03-19T20:53:48.366671169Z,-85,7.5
40.24914,-111.6461,2020-03-19T20:53:52.474366465Z,-89,3.2
40.24913,-111.6461,2020-03-19T20:53:57.152073406Z,-87,3.8
40.24913,-111.6461,2020-03-19T20:54:01.837738809Z,-83,7.5
40.24913,-111.6461,2020-03-19T20:54:06.539293038Z,-93,5.5
40.24895,-111.646,2020-03-19T20:54:10.658390911Z,-93,6.5
40.24892,-111.646,2020-03-19T20:54:20.040596978Z,-99,3.8
40.24875,-111.646,2020-03-19T20:54:28.83856643Z,-79,5.0
40.24874,-111.646,2020-03-19T20:54:33.517722718Z,-83,7.5
40.24874,-111.646,2020-03-19T20:54:38.227218709Z,-87,1.2
40.24852,-111.6461,2020-03-19T20:54:46.947678499Z,-88,1.2
40.24851,-111.6461,2020-03-19T20:54:51.77120836Z,-81,9.0
40.24849,-111.6461,2020-03-19T20:54:56.454081171Z,-78,4.5
40.24848,-111.6461,2020-03-19T20:55:01.127834681Z,-83,9.2
40.24829,-111.646,2020-03-19T20:55:14.458129067Z,-95,9.8
40.24828,-111.646,2020-03-19T20:55:19.134868476Z,-81,3.0
40.24799,-111.6458,2020-03-19T20:55:22.999425034Z,-89,8.8
40.24799,-111.6459,2020-03-19T20:55:32.49444313Z,-71,8.8
40.24803,-111.6461,2020-03-19T20:55:39.005088666Z,-71,7.2
40.24804,-111.6461,2020-03-19T20:55:48.398831413Z,-73,9.5
40.24803,-111.6461,2020-03-19T20:55:53.218209437Z,-66,9.8
40.24803,-111.6464,2020-03-19T20:55:57.467032399Z,-64,9.5
40.24804,-111.6464,2020-03-19T20:56:02.151203653Z,-65,9.0
40.24803,-111.6465,2020-03-19T20:56:11.67769229Z,-65,9.0
40.24808,-111.6468,2020-03-19T20:56:15.826475144Z,-61,5.2
40.24808,-111.6468,2020-03-19T20:56:20.640723699Z,-61,8.5
40.24807,-111.6468,2020-03-19T20:56:25.313662581Z,-64,7.5
40.24806,-111.6468,2020-03-19T20:56:30.028299542Z,-65,10.2
40.24793,-111.6471,2020-03-19T20:56:34.286708921Z,-67,8.8
40.24792,-111.6471,2020-03-19T20:56:38.994559158Z,-65,7.5
40.24791,-111.6471,2020-03-19T20:56:43.817327494Z,-64,8.8
40.2479,-111.6471,2020-03-19T20:56:48.487552687Z,-70,8.8
40.24789,-111.6473,2020-03-19T20:56:57.4234796Z,-65,9.0
40.24789,-111.6473,2020-03-19T20:57:06.780620138Z,-78,10.0
40.2479,-111.6477,2020-03-19T20:57:10.778402401Z,-69,9.8
40.2479,-111.6477,2020-03-19T20:57:15.596222273Z,-72,7.2
40.24789,-111.6477,2020-03-19T20:57:20.27684791Z,-71,5.8
40.24789,-111.6477,2020-03-19T20:57:24.960636951Z,-69,8.5
40.24776,-111.6479,2020-03-19T20:57:29.069967202Z,-69,9.8
40.24775,-111.648,2020-03-19T20:57:33.74124643Z,-76,0.0
40.24774,-111.648,2020-03-19T20:57:38.420634725Z,-73,10.2
40.24773,-111.648,2020-03-19T20:57:43.13084714Z,-68,7.5
40.24758,-111.6482,2020-03-19T20:57:51.959666713Z,-71,8.0
40.24757,-111.6482,2020-03-19T20:57:56.667444047Z,-73,10.5
40.24756,-111.6482,2020-03-19T20:58:01.487368089Z,-83,10.0
40.24738,-111.6483,2020-03-19T20:58:05.467192758Z,-78,9.8
40.24596,-111.6509,2020-03-26T18:49:14.454837774Z,-101,2.2
40.24596,-111.6509,2020-03-26T18:49:32.042507923Z,-102,0.0
40.24593,-111.6509,2020-03-26T18:49:45.336755556Z,-99,2.2
40.2459,-111.6509,2020-03-26T18:49:58.090734331Z,-97,2.8
40.2459,-111.6509,2020-03-26T18:50:15.290705365Z,-95,2.2
40.24623,-111.651,2020-03-26T18:50:59.910531744Z,-99,6.5
40.24624,-111.651,2020-03-26T18:51:04.450182799Z,-93,9.0
40.24625,-111.6511,2020-03-26T18:51:08.845024568Z,-93,7.5
40.24627,-111.6513,2020-03-26T18:51:26.153506789Z,-90,9.2
40.24556,-111.6521,2020-03-26T18:53:07.474521917Z,-111,3.2
40.24371,-111.6516,2020-03-26T18:57:01.992633008Z,-103,1.5
40.24593,-111.6471,2020-03-26T19:14:15.626066905Z,-85,8.0
40.24593,-111.6471,2020-03-26T19:14:20.019783466Z,-83,8.8
40.24998,-111.6472,2020-03-26T21:49:04.586127149Z,-95,6.5
40.24998,-111.6472,2020-03-26T21:49:37.16512987Z,-94,7.5
40.24998,-111.6472,2020-03-26T21:49:46.058868732Z,-87,10.0
40.24998,-111.6472,2020-03-26T21:49:55.303702985Z,-79,8.0
40.24974,-111.6473,2020-03-26T21:50:38.617499157Z,-90,8.5
40.24951,-111.6468,2020-03-26T21:50:57.323432006Z,-93,10.2
40.24951,-111.6467,2020-03-26T21:51:20.492592225Z,-85,-5.5
40.24768,-111.6476,2020-03-26T22:11:58.699360012Z,-67,6.5
40.24766,-111.6476,2020-03-26T22:12:02.991820903Z,-71,8.8
40.24755,-111.6476,2020-03-26T22:12:12.654860575Z,-71,8.0
40.24752,-111.6476,2020-03-26T22:12:17.133697719Z,-64,9.2
40.24749,-111.6476,2020-03-26T22:12:21.811029515Z,-76,10.0
40.24746,-111.6476,2020-03-26T22:12:26.726665177Z,-65,7.2
40.24751,-111.6471,2020-03-26T22:12:30.70832621Z,-81,9.0
40.24753,-111.6471,2020-03-26T22:12:35.376357499Z,-66,9.2
40.24756,-111.6471,2020-03-26T22:12:40.09717483Z,-71,9.5
40.24759,-111.6471,2020-03-26T22:12:44.916521414Z,-66,8.5
40.24798,-111.6467,2020-03-26T22:12:49.05884125Z,-77,7.5
40.24797,-111.6467,2020-03-26T22:12:53.889129695Z,-84,1.5
40.24799,-111.6465,2020-03-26T22:13:03.242441043Z,-81,6.2
40.24794,-111.646,2020-03-26T22:13:11.680927692Z,-77,10.5
40.24793,-111.646,2020-03-26T22:13:24.786732308Z,-91,5.0
40.24793,-111.646,2020-03-26T22:13:34.036315631Z,-93,8.0
40.24794,-111.6459,2020-03-26T22:13:38.752427407Z,-89,7.5
40.24886,-111.6439,2020-03-26T22:15:20.16897111Z,-94,8.0
40.24886,-111.6439,2020-03-26T22:15:38.097429219Z,-99,2.0
40.24886,-111.6439,2020-03-26T22:16:00.842978637Z,-97,6.8
40.24889,-111.6439,2020-03-26T22:16:46.465915624Z,-99,6.8
40.24889,-111.6439,2020-03-26T22:16:55.569686635Z,-99,5.5
40.24885,-111.6439,2020-03-26T22:17:05.175034502Z,-93,-2.2
40.24887,-111.6439,2020-03-26T22:17:33.454270483Z,-93,5.2
40.24849,-111.646,2020-03-26T22:24:54.505248257Z,-94,6.5
40.24849,-111.646,2020-03-26T22:25:04.174919168Z,-85,6.8
40.24848,-111.6461,2020-03-26T22:25:17.792155954Z,-84,8.8
40.24848,-111.6452,2020-03-26T22:25:32.556666Z,-90,7.0
40.24898,-111.6443,2020-03-26T22:26:05.787392055Z,-96,9.2
40.24958,-111.6443,2020-03-26T22:26:29.630986122Z,-90,10.0
40.24949,-111.6468,2020-03-26T22:27:30.922321511Z,-93,7.2
40.25086,-111.6403,2020-03-26T22:32:55.578260751Z,-89,7.2
40.25134,-111.6394,2020-03-26T22:33:00.53591556Z,-90,9.2
40.25136,-111.6393,2020-03-26T22:33:05.215887005Z,-89,4.5
40.25216,-111.6378,2020-03-26T22:33:19.601604551Z,-105,7.8
40.25231,-111.6375,2020-03-26T22:33:33.941463184Z,-89,8.2
40.25631,-111.6371,2020-03-26T22:35:16.691380656Z,-103,4.8
40.25922,-111.637,2020-03-26T22:35:50.907392826Z,-99,8.0
40.2589,-111.6351,2020-03-26T22:36:10.205322281Z,-99,1.2
40.25863,-111.6326,2020-03-26T22:36:54.520335031Z,-102,4.2
40.25492,-111.6337,2020-03-26T22:39:17.9805765Z,-99,4.0
40.25492,-111.6337,2020-03-26T22:39:22.909801861Z,-97,4.0
40.25492,-111.6337,2020-03-26T22:39:32.57625875Z,-87,6.5
40.25492,-111.6337,2020-03-26T22:39:37.387366816Z,-90,4.8
40.25412,-111.6335,2020-03-26T22:39:52.154393017Z,-99,-2.5
40.24976,-111.6321,2020-03-26T22:40:49.185690049Z,-89,4.5
40.24863,-111.6318,2020-03-26T22:41:04.807261232Z,-90,10.5
40.24833,-111.6328,2020-03-26T22:41:19.42955506Z,-82,5.0
40.24775,-111.633,2020-03-26T22:41:24.947648341Z,-87,8.0
40.24766,-111.633,2020-03-26T22:41:29.760232055Z,-84,5.2
40.24757,-111.633,2020-03-26T22:41:34.582641993Z,-85,9.0
40.24748,-111.633,2020-03-26T22:41:39.291524887Z,-85,3.0
40.24589,-111.6328,2020-03-26T22:41:47.795761648Z,-79,9.5
40.24484,-111.6389,2020-03-26T22:42:36.636540166Z,-81,9.8
40.24482,-111.641,2020-03-26T22:42:51.539731458Z,-91,8.2
40.2443,-111.6421,2020-03-26T22:43:26.152673256Z,-99,7.0
40.23997,-111.6412,2020-03-26T22:45:12.369739584Z,-103,-0.2
